id,matrix,size_dist,lognorm_sigma,max_load_spec,max_load,top10pct_load,oversub,was__ns3__pmn_m,p99__ns3__pmn_m,p99__ns3__mlsys
170,Matrix C,WebServer,1.0,0.45969779337288225,0.48027272129191007,0.1940265828657173,1-to-1,0.08139147980066806,0.06185434514434425,-0.7280713714333821
171,Matrix C,CacheFollower,2.0,0.3899553900952213,0.3926340537512778,0.1622061969519101,1-to-1,0.03222449630949842,0.06684891639429935,-0.7103891331284093
172,Matrix B,WebServer,1.0,0.6690420765770847,0.6813949684296395,0.5492517433263666,1-to-1,0.3001952094412455,0.15047180464541707,-0.3391430194410191
173,Matrix C,CacheFollower,2.0,0.3960337478872348,0.3987388385896892,0.19621910043073512,4-to-1,0.03579449059552447,0.07083109614528099,-0.7084947089507415
174,Matrix C,Hadoop,2.0,0.46849940132410967,0.4839178971064624,0.20615312788917556,2-to-1,0.08679907431541638,0.02844126461987866,-0.7574527977987677
175,Matrix B,WebServer,1.0,0.491735519764727,0.5007680512151914,0.41101029142005086,2-to-1,0.13703365855058883,0.0651307520215099,-0.4021503584651664
176,Matrix C,CacheFollower,1.0,0.6155246951323434,0.6209530516839035,0.3055705229434519,4-to-1,0.06024591138275132,0.040400278558912456,-0.7669729962657627
177,Matrix A,Hadoop,2.0,0.25428706454458816,0.26802122676883283,0.2252033979664633,1-to-1,0.05262824234201902,0.033567716416280126,-0.24333228514905322
178,Matrix A,Hadoop,1.0,0.5249442952927075,0.5341775822216779,0.3432593581023307,4-to-1,0.16849586166421665,0.06622063366379222,-0.3606694527745729
179,Matrix B,WebServer,2.0,0.28461777988293036,0.28962823781060426,0.2334604389238341,1-to-1,0.0557080942825716,0.06305546685889853,-0.26096577142152233
180,Matrix C,WebServer,2.0,0.5959382679039567,0.6214304312828551,0.25105285091758384,1-to-1,0.12283532738455565,0.04292958240974476,-0.7617278603766575
181,Matrix B,WebServer,2.0,0.3510081172036781,0.35473954752396963,0.28603134630693705,4-to-1,0.08558407983141125,0.07572600524683182,-0.2926822337359369
182,Matrix C,WebServer,2.0,0.31519777454448783,0.32870810184796784,0.13279540547317914,1-to-1,0.05357882186036625,0.030931293636316887,-0.6794855381190401
183,Matrix B,WebServer,2.0,0.46696641106108877,0.4750990882916486,0.38994214919405373,2-to-1,0.135966940573199,0.06769338583674246,-0.40002773388873636
184,Matrix A,Hadoop,1.0,0.729101716771376,0.7692059298436461,0.683301979261454,2-to-1,0.7918590191762183,0.17454082772174806,-0.2316238941851985
185,Matrix A,Hadoop,1.0,0.5614998547214793,0.5713611496472587,0.367153298834882,4-to-1,0.2132826566092545,0.0822198906107893,-0.364439156803688
186,Matrix C,Hadoop,2.0,0.37802752671672857,0.3904752145864819,0.15917808652079443,1-to-1,0.06576846110269541,0.029849674215801526,-0.754937310848097
187,Matrix C,CacheFollower,2.0,0.6803397105255539,0.6850106065129138,0.29643317219622145,2-to-1,0.12381872270057664,0.09054556182301088,-0.8041894498765116
188,Matrix A,CacheFollower,2.0,0.5369251655038476,0.5389030171758397,0.5007192495997745,2-to-1,0.37500138325567267,0.12290411891252462,-0.21755853017442772
189,Matrix B,CacheFollower,1.0,0.555442435921554,0.5565845805058687,0.45247586090845276,4-to-1,0.24546111535452694,0.051024306347960444,-0.3193537832061077
190,Matrix B,WebServer,2.0,0.6224102471231658,0.6291569988125584,0.5072978884497701,4-to-1,0.4256972514453387,0.19288645550792785,-0.3924670903022358
191,Matrix C,WebServer,1.0,0.3017955243982935,0.31534016914934904,0.1273950669089622,1-to-1,0.04768044733805344,0.020288072343831422,-0.6672487729788433
