id,matrix,size_dist,lognorm_sigma,max_load_spec,max_load,top10pct_load,oversub,was__ns3__pmn_m,p99__ns3__pmn_m,was__ns3__ns3_path,p99__ns3__ns3_path,was__ns3__flowsim,p99__ns3__flowsim
10,Matrix C,CacheFollower,1.0,0.2919822652843035,0.29552807752691046,0.12765535969723957,2-to-1,0.010199988259311978,-0.0201854850979491,0.6693760959292799,0.9349694171888109,0.24368410674565952,-0.2046978101261401
11,Matrix C,CacheFollower,1.0,0.36787237542304263,0.3723308495510354,0.1608308385522923,2-to-1,0.01434997415968131,0.009580245085956656,0.9980799311974443,0.5313420757632369,0.33039713362529205,-0.2710980961539316
12,Matrix C,WebServer,2.0,0.7383383855483423,0.7809728525936004,0.32529654650594253,2-to-1,0.2128083993910104,0.1364988953422957,4.518283926002246,0.1815629733800354,0.5152656498599376,-0.07773729689616801
13,Matrix B,Hadoop,2.0,0.5860334719877185,0.597217541531658,0.48034877406649934,4-to-1,0.3425583355056184,0.11196194067387447,0.7210095762260944,-0.7157160639985689,0.7420499419083044,-0.7414450746724505
14,Matrix C,CacheFollower,2.0,0.2671581429794989,0.2704830417066446,0.11157639556002023,1-to-1,0.01617995660040337,0.004552073806958628,0.7552626340271693,0.8483537629534647,0.2693015333343895,-0.2038452695857012
15,Matrix A,WebServer,2.0,0.6213051726408152,0.6466720093063861,0.5813579557336946,2-to-1,0.4646738804626762,0.18884310149426997,0.5299837834260661,0.03359804942317844,31.026767732507125,132.1159769431488
16,Matrix A,WebServer,1.0,0.409306522776384,0.4259762787947082,0.3829524898678178,2-to-1,0.13333412691950702,0.0786187208884451,0.27362392796097407,0.155668100867653,13.271609904626136,76.36489922008492
17,Matrix B,WebServer,2.0,0.2590273444600284,0.28656255638829403,0.216365343308513,2-to-1,0.04987911999210449,0.05591344008429144,0.19898061362091843,-0.6855253423212364,0.205811078422258,-0.7415398679258994
18,Matrix A,WebServer,2.0,0.27197601043687214,0.283034592539943,0.2410808403424534,1-to-1,0.06672682350438941,0.06686915126584793,0.14547481436610282,0.21037354776559872,0.5346924128923286,3.5499106960662883
19,Matrix C,Hadoop,1.0,0.46548395995167463,0.4968707062665114,0.19620105491545453,1-to-1,0.08197599341460143,0.025998708973659003,1.8720585892199397,0.14339906673931618,0.2593296498391642,-0.39879975123129463
20,Matrix A,CacheFollower,2.0,0.42465960069254305,0.42738144001067446,0.2766149004269567,4-to-1,0.151547341991244,0.10071285005277669,0.09801090743189367,0.1780928778824251,0.4791894568639905,3.2432173931748376
21,Matrix C,CacheFollower,1.0,0.2616492152306864,0.2648213513132284,0.11439138081392825,2-to-1,0.009061388453960909,-0.013005952542961599,0.5620341370580213,1.1006241937982562,0.21186396426584783,-0.16788258492769223
22,Matrix C,WebServer,2.0,0.30340988002115266,0.3209595349367629,0.13368842193572644,2-to-1,0.054435119241441454,0.03190936051629181,0.9358122437719604,0.678199297378103,0.14060847478629127,-0.4922024242665718
23,Matrix C,Hadoop,2.0,0.2719164250616908,0.2903382371737329,0.13571975635525182,4-to-1,0.04297272713473492,-0.004258696349900271,0.8587436580855189,0.5762712574406254,0.13946903024292356,-0.4555685113727286
24,Matrix B,WebServer,2.0,0.349409375763963,0.3865985644249784,0.291896234382291,2-to-1,0.07728041507008736,0.06689475078566744,0.3180676370209226,-0.7006705827409689,0.32957885233567996,-0.7672536502314435
25,Matrix A,Hadoop,1.0,0.6068434737969903,0.6391006109937669,0.5676541099966158,2-to-1,0.38821289023851924,0.11721482123868701,0.5566335920912531,-0.017546350054272852,27.656912791789743,135.38952438475576
26,Matrix A,CacheFollower,1.0,0.30974796746406696,0.3099254471677211,0.27363084547914696,1-to-1,0.07703976295002514,0.052105550875549966,0.11245817467136884,0.13090136870780456,229.80707553663615,1390.3134325994215
27,Matrix B,Hadoop,1.0,0.32663654142670284,0.33320107712951025,0.26799816528683257,4-to-1,0.06547063638906658,0.02057281321243963,0.2545651139404482,-0.7226718959845259,0.26039376754380344,-0.7876210962149386
28,Matrix A,Hadoop,2.0,0.3895119590853292,0.40014576254534007,0.25430300039083925,4-to-1,0.08406408595263457,0.04956875660377018,0.1073268314840563,0.19298485974694624,0.07864509511664666,0.29037199518825096
29,Matrix B,WebServer,1.0,0.518351058647661,0.5741427219444657,0.4335004985832565,2-to-1,0.15513707604490543,0.0640258648070771,0.614625677511489,-0.7206117422641304,0.6333689984315313,-0.7989082847177555
30,Matrix C,WebServer,2.0,0.2625526151749801,0.2776957933072617,0.1311803639835022,4-to-1,0.04517218073141452,0.043377638825868335,0.7539731759747095,0.8908734382420436,0.1163083294949624,-0.45541946023197716
31,Matrix C,WebServer,2.0,0.47527916957783684,0.5027664428096487,0.20073255866167677,1-to-1,0.09851476258350562,0.09446610681109485,1.9221241278037076,0.30826303398089494,0.25557000746244074,-0.42036318504924036
32,Matrix B,Hadoop,2.0,0.5584738779382943,0.6114185303454169,0.4672767310062364,2-to-1,0.19794864610634866,0.057311440640636785,0.8362788181079858,-0.7296696777237909,0.8603948675434002,-0.7553386626255154
33,Matrix B,Hadoop,1.0,0.2777842232339133,0.3044130375377128,0.2326485170885256,2-to-1,0.048598332100161824,0.02097458862618736,0.2399174232849794,-0.7254120986643361,0.24585895567025512,-0.7855256366627689
34,Matrix C,Hadoop,1.0,0.3857303263943396,0.4117452403778879,0.1625872676787446,1-to-1,0.06583377936128149,0.030198143468854605,1.3764039185666497,0.2033955326536139,0.20717136232093641,-0.4786247800341602
35,Matrix A,WebServer,2.0,0.2630220239195611,0.27374925408258804,0.246100502869082,2-to-1,0.06813302405211151,0.06647811824900253,0.13944458742406396,0.22467919875473957,0.28004439976893714,2.0163844820200634
36,Matrix A,WebServer,1.0,0.4189518845598552,0.4297717016497698,0.27358640588260835,4-to-1,0.09067211360308122,0.0815736540883569,0.11505448428986796,0.26910853985502736,0.07949293455775899,0.2069166154003259
37,Matrix C,Hadoop,1.0,0.6046028883056305,0.6453608056156781,0.2548358542173484,1-to-1,0.11791995088488756,0.021055222725070984,2.9962138519171035,0.13790327423079418,0.3436730717280713,-0.15590152895857187
