id,matrix,size_dist,lognorm_sigma,max_load_spec,max_load,top10pct_load,oversub,was__ns3__pmn_m,p99__ns3__pmn_m,was__ns3__pmn_mc,p99__ns3__pmn_mc
153,Matrix A,WebServer,2.0,0.25206033685414797,0.2771772880684328,0.2213338969780608,1-to-1,0.0581585765441542,0.06409198747312053,0.06102183723646695,0.07629238315497193
154,Matrix B,CacheFollower,2.0,0.6012296386065648,0.6022234126961712,0.4930483369029015,1-to-1,0.28651310234374594,0.057148018613429226,0.2804315391911197,0.05877094135990702
155,Matrix C,Hadoop,1.0,0.3144567544030674,0.3458037362602097,0.13469149983396925,1-to-1,0.04928999900276487,0.03991819318921442,0.0713077221543488,0.11791797716680914
156,Matrix C,Hadoop,2.0,0.710536714562492,0.7875007424375458,0.31952448914481485,2-to-1,0.15464413734529492,0.04342653013572037,0.1324852056472363,0.04360826439411525
157,Matrix B,CacheFollower,2.0,0.5464247734227365,0.5473549491063301,0.4556915381340483,2-to-1,0.24673572362159646,0.0454553636971046,0.24392305674747922,0.043688691415868376
158,Matrix B,WebServer,2.0,0.46445782633635463,0.46757266165095424,0.3801502731903943,1-to-1,0.12175929490076426,0.058199561421562615,0.11887935444074131,0.05484830604343571
159,Matrix A,CacheFollower,1.0,0.35483917027680567,0.35823715347320956,0.3283662030810715,2-to-1,0.10567470628419784,0.05408276885168309,0.1046373562488369,0.055037734701912096
160,Matrix C,WebServer,1.0,0.46012220978164114,0.5109622829724886,0.20669753971919483,2-to-1,0.08899230439353069,0.07970476836771173,0.11191618751371941,0.12787438422887115
161,Matrix C,Hadoop,1.0,0.4869788383872355,0.5355209642294956,0.20858687835993986,1-to-1,0.08709474121944964,0.02842061189605925,0.13104873476398018,0.06136252576454915
162,Matrix B,WebServer,2.0,0.35743736808149074,0.35986404611367473,0.2925800132640397,1-to-1,0.07503374601464913,0.0628323421409224,0.0719500346441628,0.062258141078942536
163,Matrix A,Hadoop,2.0,0.2607629057674832,0.289722246543389,0.24221290917841778,2-to-1,0.057181174087570924,0.03728396998046304,0.060439798940147615,0.04073940927641658
164,Matrix A,CacheFollower,1.0,0.2862987474854347,0.29008555620693155,0.18613163442898217,4-to-1,0.04656171710590735,0.09047584669942947,0.03810789080365234,0.04097147611627594
165,Matrix C,Hadoop,1.0,0.4976038462949421,0.5471951134027351,0.21313399131493485,1-to-1,0.08614614528155212,0.027878895537640697,0.12985033470826066,0.0578638816780737
166,Matrix A,Hadoop,2.0,0.4377477482944125,0.4863759322127369,0.38595118430742603,1-to-1,0.11869318361350191,0.03693440062518304,0.10299201947298971,0.03831607314361721
167,Matrix C,Hadoop,2.0,0.3739547223548296,0.4144578181649362,0.1885529069783289,4-to-1,0.06477470604984087,0.030127942921047056,0.09257595646422191,0.05692951048958323
168,Matrix B,WebServer,2.0,0.35186803852402815,0.35429649036684063,0.2924780566026342,2-to-1,0.07618429342715928,0.06354131525182186,0.06817982102370478,0.05759172927072444
169,Matrix B,CacheFollower,1.0,0.49779345206767084,0.49649791223042133,0.41335375426865123,2-to-1,0.13751676201691704,0.011307360691614778,0.1353735580157336,0.010569838207348055
170,Matrix C,WebServer,1.0,0.45969779337288225,0.5106214575659219,0.1983997588450374,1-to-1,0.08518313076654896,0.0683536300437981,0.11130960170042309,0.1154434972333287
171,Matrix C,CacheFollower,2.0,0.3899553900952213,0.4035077456530063,0.163979057337287,1-to-1,0.03489321700063171,0.0729056458959272,0.03773630026466138,-0.15274275677277888
172,Matrix B,WebServer,1.0,0.6690420765770847,0.6706673916581527,0.5452799758016059,1-to-1,0.2701286688390801,0.12345873234848567,0.26551536824101496,0.12418951288911152
173,Matrix C,CacheFollower,2.0,0.3960337478872348,0.4097935608473494,0.19787844357099862,4-to-1,0.03683267455455128,0.0759069276285958,0.03784899724316807,-0.13871571575753
174,Matrix C,Hadoop,2.0,0.46849940132410967,0.5192544081880129,0.2106848800811021,2-to-1,0.08526691060158724,0.028229082211538394,0.11005714162369469,0.055048057139367036
175,Matrix B,WebServer,1.0,0.491735519764727,0.49303116220020077,0.407011762255059,2-to-1,0.12944656999111603,0.054156438838893796,0.12312177948514962,0.051713053792690374
176,Matrix C,CacheFollower,1.0,0.6155246951323434,0.631922164420309,0.3051376450663315,4-to-1,0.05925567413348615,0.04414429226173759,0.05990967508889151,0.0014886964955485654
177,Matrix A,Hadoop,2.0,0.25428706454458816,0.2825361318992598,0.22419932298699,1-to-1,0.05196707857870966,0.03613022575880399,0.035582547783470614,0.009710884741132372
178,Matrix A,Hadoop,1.0,0.5249442952927075,0.546000199218926,0.34174556226542696,4-to-1,0.16296066578965204,0.06681302415564579,0.15217904031849488,0.055653548304296606
179,Matrix B,WebServer,2.0,0.28461777988293036,0.2865811473677556,0.23299886941511536,1-to-1,0.05346823411305863,0.05105179947792949,0.05088756366093778,0.04825367522359123
180,Matrix C,WebServer,2.0,0.5959382679039567,0.6670464045659502,0.2591811976583894,1-to-1,0.13357397008821298,0.055920009103733855,0.17567392529380238,0.09730397265780776
181,Matrix B,WebServer,2.0,0.3510081172036781,0.37408999320541386,0.28616631963989153,4-to-1,0.08147509981077992,0.061326656132575735,0.0794634451423168,0.06021675086964898
182,Matrix C,WebServer,2.0,0.31519777454448783,0.35281914173762896,0.1370880452119571,1-to-1,0.056130288302747834,0.03321679691807254,0.0736542440457302,0.07902361732221362
183,Matrix B,WebServer,2.0,0.46696641106108877,0.470190977954573,0.38815101835060256,2-to-1,0.12923097451072016,0.058490577519727395,0.12296417580554961,0.05917991357953272
184,Matrix A,Hadoop,1.0,0.729101716771376,0.8113365514580392,0.678304023234878,2-to-1,0.7207774495757843,0.1581635760981799,0.7061375352440313,0.16491374785404883
185,Matrix A,Hadoop,1.0,0.5614998547214793,0.5840136622596046,0.36553846985367344,4-to-1,0.20428599256381877,0.08101446842940302,0.1999900384228241,0.0805517984964034
186,Matrix C,Hadoop,2.0,0.37802752671672857,0.41898521942586625,0.16319810809196525,1-to-1,0.06695707664309312,0.030663348363309396,0.09877541119211572,0.05902907543801492
187,Matrix C,CacheFollower,2.0,0.6803397105255539,0.7039833466292408,0.29907180077745266,2-to-1,0.1251437354419784,0.09638645070350363,0.24948010913669225,0.2953772667854624
188,Matrix A,CacheFollower,2.0,0.5369251655038476,0.5412587004327659,0.49613001163776593,2-to-1,0.3678650856736526,0.12142268721556251,0.3888792878160235,0.14070476222535616
189,Matrix B,CacheFollower,1.0,0.555442435921554,0.5598346476706788,0.4514209224421201,4-to-1,0.24584673628449388,0.04857204829632094,0.2452698602175987,0.0509038263147478
190,Matrix B,WebServer,2.0,0.6224102471231658,0.6633643568181735,0.5074515225074,4-to-1,0.4055613615299902,0.1699317652282004,0.40259198200305296,0.16782723459137597
191,Matrix C,WebServer,1.0,0.3017955243982935,0.3351966339165286,0.13023920230235034,1-to-1,0.04909416098473444,0.02539036338907174,0.06614435360629388,0.08134793402243153
