id,matrix,size_dist,lognorm_sigma,max_load_spec,max_load,top10pct_load,oversub,was__ns3__pmn_m,p99__ns3__pmn_m,was__ns3__pmn_mc,p99__ns3__pmn_mc,was__ns3__ns3_path,p99__ns3__ns3_path,was__ns3__pmn_m_path,p99__ns3__pmn_m_path
54,Matrix C,CacheFollower,1.0,0.3997012306279446,0.4103583171062318,0.16676121584281794,1-to-1,0.08540110580578314,0.04997488997452557,0.1560898024863253,-0.015484347509196828,0.1560898024863253,-0.015484347509196828,0.08540110580578314,0.04997488997452557
55,Matrix A,WebServer,2.0,0.5696093428489593,0.5901375955683973,0.36906757060649337,4-to-1,0.14502573175946,0.26050881389074837,0.02715438875121554,0.052762897646469346,0.023190570273061907,-0.0052703145379494635,0.14502573175946,0.26050881389074837
56,Matrix A,CacheFollower,2.0,0.5593355068507759,0.5638590579675894,0.48947584433828023,1-to-1,0.47929829656582323,0.14223662035760057,0.22858156590658707,-0.11071402791038286,0.16671083886347593,-0.09312638888552921,0.47929829656582323,0.14223662035760057
57,Matrix B,Hadoop,2.0,0.6056914918947001,0.6131602638930506,0.5022591108099878,2-to-1,0.30284919242876857,0.1664964103362471,0.26402836139337194,-0.057036745615839546,0.1312002853277247,0.10935083777642642,0.30284919242876857,0.1664964103362471
58,Matrix A,WebServer,1.0,0.46186434056093467,0.5087321994247549,0.40623394233630045,1-to-1,0.27808297882667476,0.24995553757989272,0.06284326490932443,0.04384906174083816,0.03735841732415826,0.039007835556058315,0.27808297882667476,0.24995553757989272
59,Matrix A,WebServer,1.0,0.36963396623102673,0.4071540632912482,0.3427867564344734,2-to-1,0.1535159947701669,0.12736496972160968,0.03770466328740996,-0.05464034742251607,0.02735087738730089,0.01676774151621858,0.1535159947701669,0.12736496972160968
60,Matrix B,Hadoop,1.0,0.5831753530088837,0.6146782115705258,0.4723821320010844,4-to-1,0.48858630129460295,0.28657218736434065,0.1303302902669561,0.010493454827240466,0.08922380856623034,-0.049141901792391286,0.48858630129460295,0.28657218736434065
61,Matrix A,Hadoop,2.0,0.5655960123381027,0.6284581020954544,0.5254020599350877,2-to-1,0.33597244831559164,0.046348611172358514,0.08438178842977434,-0.06686903008613561,0.0665825036554127,-0.04681981516154104,0.33597244831559164,0.046348611172358514
62,Matrix B,Hadoop,2.0,0.3755568458443934,0.3975397662168788,0.305510196583917,4-to-1,0.1308746842153592,0.07696957315735913,0.03745703274804756,-0.0313775335396603,0.026544615991607047,-0.009430234736512626,0.1308746842153592,0.07696957315735913
63,Matrix B,WebServer,2.0,0.7311332739938902,0.7360256820330301,0.6076022957123862,2-to-1,0.6287693486204811,-0.039953287486319156,0.5030252851030106,-0.23349073367891368,0.32518991959723326,-0.09536615595229932,0.6287693486204811,-0.039953287486319156
64,Matrix A,WebServer,1.0,0.4843775243854434,0.5337457532029726,0.4493654668348504,2-to-1,0.295634725176024,0.19298321256070605,0.06034808981520146,-0.011222320876427576,0.035917684681853995,0.002049105904128982,0.295634725176024,0.19298321256070605
65,Matrix B,Hadoop,2.0,0.3469791436046634,0.35126021019141396,0.28359697519849814,1-to-1,0.11887707428981913,0.13182930056322265,0.05768666930301176,-0.028794889454660105,0.05368638415856985,-0.027627376263822813,0.11887707428981913,0.13182930056322265
66,Matrix B,WebServer,2.0,0.35548132138250854,0.35794646374399947,0.2910209626508448,1-to-1,0.16104493394652866,-0.046633156357378754,0.05837114568414973,-0.06148346951301805,0.04558573605185896,-0.04019473638882365,0.16104493394652866,-0.046633156357378754
67,Matrix C,Hadoop,2.0,0.39717170709244765,0.4401972045607637,0.17860781497336956,2-to-1,0.37860873879070067,-0.011373337009962585,0.14799229696207147,-0.036391321950374214,0.14799229696207147,-0.036391321950374214,0.37860873879070067,-0.011373337009962585
68,Matrix B,WebServer,2.0,0.2557384943449943,0.2575055316501516,0.2125753980621026,2-to-1,0.05915335233569248,-0.12160711965362288,0.020459098132211646,-0.024623203841232108,0.021810315910113627,-0.054219830014725225,0.05915335233569248,-0.12160711965362288
69,Matrix C,Hadoop,2.0,0.3390592231106748,0.3757840434117162,0.14637090305703196,1-to-1,0.31118177977056816,0.017593221514752073,0.1265396369385107,-0.0176181358390906,0.1265396369385107,-0.0176181358390906,0.31118177977056816,0.017593221514752073
70,Matrix A,Hadoop,2.0,0.5069716246400675,0.5264984102448356,0.32953616643910855,4-to-1,0.11959200984660968,0.07236513931941652,0.030730723516795344,0.03847318243226335,0.020355219175641502,0.02543607896862274,0.11959200984660968,0.07236513931941652
71,Matrix A,Hadoop,2.0,0.705462539767861,0.7837929783326926,0.6552647571962426,2-to-1,0.5757472273314594,0.10156984052305944,0.36489635301012974,-0.17170855626945167,0.2203106111142168,-0.07429963873947833,0.5757472273314594,0.10156984052305944
72,Matrix B,Hadoop,2.0,0.5003988892645248,0.5297063526885122,0.4070805128610899,4-to-1,0.20894564519250367,0.018906965484819228,0.13688728567464475,-0.21133309784502424,0.10020542695747665,-0.006614300208644836,0.20894564519250367,0.018906965484819228
73,Matrix B,CacheFollower,1.0,0.7496522051820941,0.7476713571588025,0.6121324002864661,1-to-1,0.5784893594027011,-0.060652617650456375,0.6429790511933793,-0.062284107302493515,0.5140188519195908,-0.15244167876259493,0.5784893594027011,-0.060652617650456375
74,Matrix B,WebServer,1.0,0.5909489223635469,0.592627596612443,0.4892315551891312,2-to-1,0.49578345101767385,0.0748001036886499,0.160275569092242,-0.024411152471409143,0.08511769932122702,-0.12778337011228272,0.49578345101767385,0.0748001036886499
75,Matrix A,WebServer,1.0,0.34691401838273683,0.38207580390765306,0.3216731385049819,2-to-1,0.1269525136619762,0.1287100137749052,0.03687602160603181,0.028552579670523,0.026060016312029366,-0.02113595072466177,0.1269525136619762,0.1287100137749052
76,Matrix A,WebServer,1.0,0.5090416360434802,0.5283323358639657,0.3304181573849349,4-to-1,0.13129380718335584,0.2761066561860271,0.03074630006482977,0.07151889379405123,0.019763204454436353,0.005826882424244266,0.13129380718335584,0.2761066561860271
77,Matrix B,CacheFollower,1.0,0.47194363451311944,0.4707208399442329,0.38538787779476946,1-to-1,0.12278821782224698,-0.18188685166841262,0.16960678347679545,-0.15804781680073793,0.1172909779771517,-0.09260639431926884,0.12278821782224698,-0.18188685166841262
78,Matrix A,Hadoop,2.0,0.5159723315456286,0.5358173056351139,0.33536887745902827,4-to-1,0.1408721220782181,0.11230987624465463,0.03071683867451845,0.02775703316300169,0.023878865383602874,0.04566847796781365,0.1408721220782181,0.11230987624465463
79,Matrix C,CacheFollower,1.0,0.5450266051642836,0.5595463864623555,0.27018939402367215,4-to-1,0.2362278583726093,0.0601622959716217,0.35305717673515385,-0.05284201930898102,0.35305717673515385,-0.05284201930898102,0.2362278583726093,0.0601622959716217
80,Matrix A,Hadoop,2.0,0.7350793657763435,0.8167962455670325,0.6481477750872138,1-to-1,0.7179107292394045,0.13064283647515157,0.4525148148900471,-0.17554019428325093,0.2730171859597094,-0.01554706887753568,0.7179107292394045,0.13064283647515157
81,Matrix C,CacheFollower,2.0,0.6029843876836714,0.6239129204276983,0.2650556459063733,2-to-1,0.6149082380859581,0.07391041247935955,0.43705837550433524,-0.11352959676272545,0.43705837550433524,-0.11352959676272545,0.6149082380859581,0.07391041247935955
82,Matrix A,Hadoop,1.0,0.37647944685565304,0.4189550844971574,0.33245773506301896,1-to-1,0.09573703950382932,-0.0024670356206737474,0.06147490033677336,0.0430673247058387,0.061809213445398054,-0.022687982979858523,0.09573703950382932,-0.0024670356206737474
83,Matrix C,CacheFollower,2.0,0.5614672863273176,0.5809763160458948,0.2468149763372368,2-to-1,0.471450016012595,0.08671787905975545,0.3290632321808611,-0.10334348214644257,0.3290632321808611,-0.10334348214644257,0.471450016012595,0.08671787905975545
84,Matrix A,WebServer,2.0,0.6463781020757684,0.6700008701528225,0.41901345560318276,4-to-1,0.20806155520751093,0.27304519630362706,0.04273882812136309,-0.07832920034102861,0.0336958831959263,-0.02533333011981502,0.20806155520751093,0.27304519630362706
85,Matrix A,CacheFollower,1.0,0.6330249900710475,0.6391299436556912,0.5548140235866439,1-to-1,0.46455324829686195,0.11841644982294948,0.3492333653892923,-0.08663069280087562,0.23914533499667204,-0.07201918197653585,0.46455324829686195,0.11841644982294948
86,Matrix C,WebServer,2.0,0.308329956610627,0.345162879609107,0.15617460587594548,4-to-1,0.2703725882165406,0.040012234764587165,0.11841061168350112,-0.01195347362777068,0.11841061168350112,-0.01195347362777068,0.2703725882165406,0.040012234764587165
87,Matrix C,CacheFollower,2.0,0.5750752053631623,0.5950623471519887,0.2527991160442064,2-to-1,0.5532755836118145,0.08235118174369892,0.34719206873498987,-0.09866586867540406,0.34719206873498987,-0.09866586867540406,0.5532755836118145,0.08235118174369892
88,Matrix C,WebServer,2.0,0.4886233680157534,0.5469260132911333,0.2212480289629138,2-to-1,0.4781255444764123,0.08647933216705435,0.12928669232534973,-0.03721239744850664,0.12928669232534973,-0.03721239744850664,0.4781255444764123,0.08647933216705435
89,Matrix B,Hadoop,1.0,0.5817947562675669,0.5864292595372808,0.47347215960741645,1-to-1,0.4515229567938308,0.006545315076964447,0.23475078518450598,-0.19324620782376786,0.11510953010825228,-0.07230811059660573,0.4515229567938308,0.006545315076964447
90,Matrix A,Hadoop,2.0,0.5611895251834542,0.6235555308300604,0.49480654711800054,1-to-1,0.39121670689670296,-0.04895659724749619,0.0699922413336866,-0.1802432900476955,0.06737887742215372,-0.16729051440098372,0.39121670689670296,-0.04895659724749619
91,Matrix C,WebServer,2.0,0.36708612320760126,0.4108863465933193,0.16621589045585727,2-to-1,0.39364488476281295,0.05285167873211418,0.14466050419683932,-0.018720781751305312,0.14466050419683932,-0.018720781751305312,0.39364488476281295,0.05285167873211418
92,Matrix A,Hadoop,2.0,0.36583227014692055,0.4064646043244732,0.33981157979255794,2-to-1,0.09225559922990466,0.06399521056975464,0.06113633746197779,-0.01582857346410506,0.047019459458270615,0.0028323910129392027,0.09225559922990466,0.06399521056975464
93,Matrix B,CacheFollower,2.0,0.36343669711607274,0.3678814557730861,0.29664006858285824,4-to-1,0.2565041885167848,0.012111888242445355,0.08321466750071689,0.06408143637580731,0.06423067051021618,0.06503035662366559,0.2565041885167848,0.012111888242445355
94,Matrix B,CacheFollower,2.0,0.7217600124331737,0.7229673648464457,0.6018948235892166,2-to-1,0.8651663599083855,0.038764112809941305,0.6034776189832443,-0.19620193504298925,0.4452079654397616,-0.11656883825142379,0.8651663599083855,0.038764112809941305
95,Matrix C,CacheFollower,2.0,0.29252399644765925,0.3026853171329477,0.12858918225018157,2-to-1,0.14961521698030583,-0.004217013187754052,0.06811824457815135,-0.008096597436126441,0.06811824457815135,-0.008096597436126441,0.14961521698030583,-0.004217013187754052
96,Matrix A,CacheFollower,1.0,0.3928900746943492,0.39667814012155167,0.34434718201105224,1-to-1,0.07736781684998169,0.05562627719752109,0.08002021292721506,0.012906600814735276,0.05731883568198362,0.01738062264892688,0.07736781684998169,0.05562627719752109
